"time","_geo","geo","type_vio","_type_vio","sex_vic","_sex_vic","unit","_unit","value","_flag"
2018,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2019,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2020,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2021,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2022,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2014,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2015,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2016,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2017,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2018,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2019,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2020,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2021,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2022,"NL","Netherlands","Any violence","ANY","Total","T","Number","NR",,
2014,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"PL","Poland","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"PL","Poland","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",72786,
2015,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",69376,
2016,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",66930,
2017,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",67984,
2018,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",65057,
2019,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",65195,
2020,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",62866,
2021,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",55112,
2022,"PL","Poland","Domestic violence","DV","Female","F","Number","NR",51935,
2014,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",105332,
2015,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",97501,
2016,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",91789,
2017,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",92529,
2018,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",88133,
2019,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",88032,
2020,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",85575,
2021,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",75761,
2022,"PL","Poland","Domestic violence","DV","Total","T","Number","NR",71631,
2014,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2015,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2016,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2017,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2018,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2019,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2020,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2021,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2022,"PL","Poland","Any violence","ANY","Female","F","Number","NR",,
2014,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2015,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2016,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2017,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2018,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2019,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2020,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2021,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2022,"PL","Poland","Any violence","ANY","Total","T","Number","NR",,
2014,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",19956,"d"
2015,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",19637,"d"
2016,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",19529,"d"
2017,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",18355,"d"
2018,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",17511,"d"
2019,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",20549,"d"
2020,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",19367,"d"
2021,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",18965,"d"
2022,"PT","Portugal","Intimate partner violence","IPV","Female","F","Number","NR",16397,"d"
2014,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",22988,"d"
2015,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",22555,"d"
2016,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",22686,"d"
2017,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",21379,"d"
2018,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",20558,"d"
2019,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",24373,"d"
2020,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",22997,"d"
2021,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",22403,"d"
2022,"PT","Portugal","Intimate partner violence","IPV","Total","T","Number","NR",19675,"d"
2014,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",23023,"d"
2015,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",22358,"d"
2016,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",22114,"d"
2017,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",20881,"d"
2018,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",21726,"d"
2019,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",23749,"d"
2020,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",22605,"d"
2021,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",22229,"d"
2022,"PT","Portugal","Domestic violence","DV","Female","F","Number","NR",24737,"d"
2014,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",27569,"d"
2015,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",26649,"d"
2016,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",26472,"d"
2017,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",25120,"d"
2018,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",26246,"d"
2019,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",29087,"d"
2020,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",27810,"d"
2021,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",27257,"d"
2022,"PT","Portugal","Domestic violence","DV","Total","T","Number","NR",30744,"d"
2014,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2015,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2016,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2017,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2018,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2019,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2020,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2021,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2022,"PT","Portugal","Any violence","ANY","Female","F","Number","NR",,
2014,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2015,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2016,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2017,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2018,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2019,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2020,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2021,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2022,"PT","Portugal","Any violence","ANY","Total","T","Number","NR",,
2014,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"RO","Romania","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",14022,"d"
2015,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",16632,"d"
2016,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",19164,"d"
2017,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",20282,"d"
2018,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",22529,"d"
2019,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",26890,"d"
2020,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",26907,"d"
2021,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",30381,"d"
2022,"RO","Romania","Intimate partner violence","IPV","Total","T","Number","NR",34776,"d"
2014,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",18897,"d"
2015,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",22807,"d"
2016,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",25411,"d"
2017,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",26506,"d"
2018,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",28771,"d"
2019,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",33946,"d"
2020,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",34060,"d"
2021,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",38352,"d"
2022,"RO","Romania","Domestic violence","DV","Female","F","Number","NR",43923,"d"
2014,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",28796,"d"
2015,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",34602,"d"
2016,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",36664,"d"
2017,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",37905,"d"
2018,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",40216,"d"
2019,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",46012,"d"
2020,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",45676,"d"
2021,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",51222,"d"
2022,"RO","Romania","Domestic violence","DV","Total","T","Number","NR",57783,"d"
2014,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2015,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2016,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2017,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2018,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2019,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2020,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2021,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2022,"RO","Romania","Any violence","ANY","Female","F","Number","NR",,
2014,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2015,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2016,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2017,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2018,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2019,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2020,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2021,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2022,"RO","Romania","Any violence","ANY","Total","T","Number","NR",,
2014,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"SE","Sweden","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"SE","Sweden","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2015,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2016,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2017,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2018,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2019,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2020,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2021,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2022,"SE","Sweden","Domestic violence","DV","Female","F","Number","NR",,
2014,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2015,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2016,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2017,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2018,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2019,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2020,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2021,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2022,"SE","Sweden","Domestic violence","DV","Total","T","Number","NR",,
2014,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2015,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2016,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2017,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2018,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2019,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2020,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2021,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2022,"SE","Sweden","Any violence","ANY","Female","F","Number","NR",,
2014,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2015,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2016,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2017,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2018,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2019,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2020,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2021,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2022,"SE","Sweden","Any violence","ANY","Total","T","Number","NR",,
2014,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",1285,"d"
2015,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",1033,"d"
2016,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",959,"d"
2017,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",869,"d"
2018,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",1021,"d"
2019,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",1006,"d"
2020,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",1065,"d"
2021,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",886,"d"
2022,"SI","Slovenia","Intimate partner violence","IPV","Female","F","Number","NR",797,"d"
2014,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1355,"d"
2015,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1091,"d"
2016,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1042,"d"
2017,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",937,"d"
2018,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1099,"d"
2019,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1087,"d"
2020,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",1143,"d"
2021,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",947,"d"
2022,"SI","Slovenia","Intimate partner violence","IPV","Total","T","Number","NR",872,"d"
2014,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",4961,"d"
2015,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",4648,"d"
2016,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2087,"d"
2017,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2039,"d"
2018,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2349,"d"
2019,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2372,"d"
2020,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2523,"d"
2021,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2310,"d"
2022,"SI","Slovenia","Domestic violence","DV","Female","F","Number","NR",2052,"d"
2014,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",6884,"d"
2015,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",6493,"d"
2016,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",2805,"d"
2017,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",2632,"d"
2018,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",3037,"d"
2019,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",3096,"d"
2020,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",3352,"d"
2021,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",3046,"d"
2022,"SI","Slovenia","Domestic violence","DV","Total","T","Number","NR",2822,"d"
2014,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",19325,"d"
2015,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",16227,"d"
2016,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",13103,"d"
2017,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",13221,"d"
2018,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",12573,"d"
2019,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",11379,"d"
2020,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",10596,"d"
2021,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",8201,"d"
2022,"SI","Slovenia","Any violence","ANY","Female","F","Number","NR",8827,"d"
2014,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",41235,"d"
2015,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",34789,"d"
2016,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",31301,"d"
2017,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",29550,"d"
2018,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",27993,"d"
2019,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",26201,"d"
2020,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",25332,"d"
2021,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",19259,"d"
2022,"SI","Slovenia","Any violence","ANY","Total","T","Number","NR",21638,"d"
2014,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"SK","Slovakia","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"SK","Slovakia","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2015,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2016,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2017,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2018,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2019,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2020,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2021,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2022,"SK","Slovakia","Domestic violence","DV","Female","F","Number","NR",,
2014,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2015,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2016,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2017,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2018,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2019,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2020,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2021,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2022,"SK","Slovakia","Domestic violence","DV","Total","T","Number","NR",,
2014,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2015,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2016,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2017,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2018,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2019,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2020,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2021,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2022,"SK","Slovakia","Any violence","ANY","Female","F","Number","NR",,
2014,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2015,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2016,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2017,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2018,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2019,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2020,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2021,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
2022,"SK","Slovakia","Any violence","ANY","Total","T","Number","NR",,
